Age,Gender,Weight (kg),Height (cm),Activity,Duration (minutes),Calories
37,Male,100,168,Swimming,15,175.0
54,Male,65,156,Cycling,30,260.0
48,Male,62,150,Jump rope,40,508.4
52,Male,66,163,Swimming,45,346.5
46,Female,70,170,Jump rope,40,574.0
47,Female,48,179,Cycling,10,64.0
22,Female,85,167,Swimming,65,644.58
60,Female,67,184,Yoga,80,223.33
34,Male,73,152,Cycling,35,340.67
25,Male,65,172,Jump rope,35,466.38
25,Female,95,178,Running,50,775.83
32,Male,66,153,Running,25,269.5
56,Male,59,165,Swimming,15,103.25
23,Female,94,159,Running,55,844.43
20,Male,96,190,Swimming,40,448.0
40,Male,67,189,Cycling,70,625.33
43,Male,71,160,Yoga,20,59.17
44,Male,63,179,Running,60,617.4
28,Male,56,178,Swimming,15,98.0
22,Female,80,166,Swimming,60,560.0
32,Female,71,153,Walking,15,62.12
59,Female,45,162,Cycling,45,270.0
52,Male,63,174,Running,70,720.3
54,Female,52,158,Running,90,764.4
22,Male,58,170,Running,35,331.57
28,Male,80,185,Cycling,85,906.67
46,Male,65,189,Cycling,90,780.0
36,Female,77,161,Swimming,80,718.67
44,Male,73,150,Running,85,1013.48
24,Male,48,157,Jump rope,50,492.0
30,Female,85,171,Cycling,35,396.67
20,Male,87,169,Walking,65,329.88
52,Female,89,180,Swimming,80,830.67
32,Female,52,173,Running,15,127.4
23,Male,68,171,Cycling,15,136.0
36,Female,73,176,Cycling,90,876.0
50,Male,66,174,Swimming,30,231.0
33,Female,74,165,Walking,30,129.5
33,Female,96,156,Yoga,60,240.0
28,Male,85,150,Jump rope,35,609.88
33,Male,87,180,Swimming,60,609.0
32,Female,96,164,Walking,50,280.0
26,Female,53,163,Running,75,649.25
33,Female,89,165,Jump rope,25,456.13
38,Female,91,174,Cycling,10,121.33
51,Female,77,183,Walking,85,381.79
55,Female,62,180,Walking,35,126.58
43,Female,100,184,Cycling,35,466.67
29,Male,76,183,Running,55,682.73
26,Male,76,183,Jump rope,65,1012.7
34,Female,100,165,Cycling,25,333.33
57,Female,85,189,Yoga,25,88.54
25,Female,88,152,Cycling,75,880.0
49,Female,49,151,Walking,35,100.04
40,Female,84,169,Yoga,10,35.0
41,Male,64,176,Yoga,65,173.33
19,Female,89,165,Walking,90,467.25
21,Male,100,173,Cycling,45,600.0
38,Female,89,171,Cycling,15,178.0
30,Female,48,163,Walking,25,70.0
32,Female,70,168,Swimming,25,204.17
22,Male,90,171,Yoga,60,225.0
43,Male,100,180,Yoga,60,250.0
59,Male,70,169,Swimming,60,490.0
31,Male,49,180,Walking,25,71.46
57,Male,75,186,Running,75,918.75
22,Male,88,185,Yoga,75,275.0
20,Male,48,180,Jump rope,20,196.8
21,Female,54,166,Walking,60,189.0
58,Female,77,178,Walking,30,134.75
18,Female,94,155,Cycling,15,188.0
20,Female,50,185,Jump rope,65,666.25
45,Female,88,177,Cycling,60,704.0
36,Male,71,176,Yoga,50,147.92
58,Female,78,170,Cycling,75,780.0
35,Male,82,183,Running,80,1071.47
53,Male,65,177,Walking,20,75.83
18,Male,83,187,Running,65,881.18
27,Female,62,185,Walking,35,126.58
49,Male,61,177,Running,55,547.98
46,Male,57,154,Yoga,40,95.0
20,Female,72,162,Running,60,705.6
25,Male,66,185,Cycling,15,132.0
59,Female,95,170,Yoga,85,336.46
19,Female,76,187,Cycling,50,506.67
40,Female,60,160,Running,65,637.0
43,Female,76,185,Walking,55,243.83
25,Female,52,183,Yoga,75,162.5
44,Male,83,153,Yoga,20,69.17
24,Female,94,167,Jump rope,75,1445.25
36,Female,48,158,Swimming,90,504.0
21,Male,56,178,Walking,55,179.67
29,Male,79,189,Jump rope,25,404.88
25,Male,68,180,Yoga,25,70.83
53,Male,79,189,Swimming,25,230.42
50,Male,97,152,Running,50,792.17
37,Female,76,153,Cycling,85,861.33
27,Female,95,161,Walking,45,249.38
20,Female,54,160,Yoga,65,146.25
41,Male,99,167,Swimming,10,115.5
46,Male,65,179,Walking,90,341.25
56,Female,69,153,Running,30,338.1
37,Male,78,189,Running,75,955.5
33,Male,73,150,Yoga,90,273.75
52,Male,76,158,Yoga,25,79.17
24,Female,84,167,Swimming,75,735.0
46,Male,85,156,Walking,35,173.54
53,Female,59,160,Cycling,15,118.0
26,Female,81,189,Jump rope,35,581.18
18,Female,81,187,Running,70,926.1
51,Female,70,185,Walking,20,81.67
53,Female,94,173,Walking,45,246.75
25,Male,77,151,Jump rope,85,1341.73
22,Male,48,176,Jump rope,40,393.6
54,Male,64,180,Jump rope,35,459.2
28,Male,65,161,Walking,80,303.33
38,Female,59,176,Walking,45,154.88
47,Male,52,188,Swimming,60,364.0
47,Female,75,169,Cycling,80,800.0
52,Male,92,182,Swimming,90,966.0
59,Male,45,170,Walking,75,196.88
41,Female,84,180,Yoga,25,87.5
24,Male,52,167,Walking,45,136.5
21,Female,97,179,Swimming,15,169.75
45,Female,52,162,Walking,85,257.83
53,Male,87,178,Running,20,284.2
30,Male,98,183,Yoga,90,367.5
33,Female,80,150,Swimming,20,186.67
23,Female,79,155,Running,40,516.13
37,Female,93,154,Cycling,75,930.0
50,Male,63,175,Running,45,463.05
34,Female,52,181,Walking,25,75.83
48,Male,54,161,Swimming,20,126.0
32,Male,83,153,Jump rope,15,255.23
27,Female,84,189,Running,45,617.4
55,Female,52,173,Yoga,25,54.17
31,Male,80,186,Walking,70,326.67
36,Female,49,168,Running,60,480.2
28,Male,58,154,Walking,75,253.75
24,Female,99,150,Jump rope,65,1319.17
40,Male,47,173,Swimming,10,54.83
58,Male,50,162,Running,65,530.83
55,Male,57,190,Cycling,20,152.0
22,Male,51,161,Jump rope,30,313.65
34,Female,76,171,Jump rope,45,701.1
54,Male,62,188,Walking,70,253.17
39,Male,57,188,Cycling,30,228.0
56,Male,59,177,Jump rope,70,846.65
40,Female,79,190,Running,60,774.2
57,Female,93,171,Yoga,70,271.25
38,Male,88,178,Swimming,15,154.0
39,Male,97,174,Cycling,55,711.33
28,Male,85,162,Yoga,90,318.75
33,Male,57,175,Walking,15,49.88
59,Female,62,182,Running,60,607.6
24,Female,87,167,Swimming,25,253.75
58,Female,90,152,Swimming,60,630.0
22,Male,66,153,Running,65,700.7
22,Male,50,175,Jump rope,85,871.25
31,Male,64,158,Jump rope,25,328.0
26,Male,59,176,Walking,10,34.42
59,Female,82,175,Running,85,1138.43
32,Female,49,157,Swimming,40,228.67
19,Female,85,179,Swimming,85,842.92
22,Male,93,153,Swimming,60,651.0
44,Male,81,167,Yoga,85,286.88
43,Female,51,170,Swimming,45,267.75
22,Male,98,158,Cycling,75,980.0
46,Female,45,189,Running,75,551.25
54,Male,50,185,Walking,10,29.17
22,Male,48,156,Jump rope,75,738.0
50,Female,49,176,Jump rope,90,904.05
59,Male,71,165,Yoga,90,266.25
21,Female,68,157,Jump rope,60,836.4
53,Male,58,170,Swimming,85,575.17
60,Female,57,175,Walking,45,149.62
27,Male,90,178,Running,10,147.0
56,Female,46,157,Running,25,187.83
25,Male,67,150,Yoga,60,167.5
34,Male,85,166,Running,45,624.75
48,Female,76,187,Swimming,90,798.0
24,Female,96,160,Cycling,85,1088.0
47,Male,55,164,Swimming,90,577.5
46,Male,82,158,Walking,80,382.67
52,Female,87,166,Swimming,80,812.0
57,Male,100,157,Yoga,80,333.33
40,Female,71,156,Jump rope,65,946.08
29,Male,70,176,Running,55,628.83
58,Female,91,166,Walking,70,371.58
52,Female,57,151,Walking,50,166.25
28,Female,68,167,Yoga,80,226.67
52,Male,68,170,Walking,60,238.0
50,Male,51,153,Yoga,15,31.88
29,Female,61,158,Walking,75,266.88
19,Female,89,182,Running,30,436.1
57,Female,55,157,Yoga,15,34.38
42,Female,83,177,Running,65,881.18
54,Female,86,167,Jump rope,35,617.05
30,Female,75,169,Walking,40,175.0
46,Male,58,190,Jump rope,40,475.6
43,Male,97,160,Running,40,633.73
44,Female,60,170,Running,40,392.0
56,Female,58,188,Swimming,90,609.0
50,Female,61,178,Cycling,70,569.33
25,Female,99,184,Jump rope,40,811.8
19,Female,52,182,Walking,30,91.0
51,Male,46,174,Cycling,60,368.0
43,Male,90,186,Walking,50,262.5
56,Male,78,165,Jump rope,10,159.9
59,Male,79,165,Cycling,25,263.33
24,Female,62,177,Walking,60,217.0
18,Male,50,161,Jump rope,40,410.0
55,Male,77,186,Running,85,1069.02
34,Female,74,174,Cycling,65,641.33
53,Female,72,174,Running,65,764.4
42,Female,65,174,Running,35,371.58
42,Female,94,154,Swimming,15,164.5
39,Male,70,173,Running,85,971.83
32,Male,70,165,Swimming,70,571.67
25,Female,49,177,Yoga,45,91.88
19,Male,53,166,Swimming,55,340.08
35,Male,58,158,Yoga,55,132.92
60,Male,48,161,Running,15,117.6
25,Male,86,151,Walking,90,451.5
44,Male,71,155,Yoga,15,44.38
22,Female,63,190,Yoga,55,144.38
51,Female,46,150,Cycling,90,552.0
52,Male,61,175,Walking,45,160.12
18,Female,71,170,Walking,30,124.25
34,Female,97,154,Running,60,950.6
28,Male,61,174,Walking,45,160.12
39,Male,90,150,Walking,65,341.25
45,Male,86,152,Walking,40,200.67
26,Male,96,181,Swimming,75,840.0
18,Male,58,157,Yoga,30,72.5
48,Female,95,160,Cycling,50,633.33
46,Female,90,176,Walking,25,131.25
57,Male,67,154,Yoga,30,83.75
23,Male,87,167,Yoga,80,290.0
52,Male,58,159,Running,75,710.5
60,Female,61,164,Swimming,50,355.83
33,Male,63,189,Yoga,75,196.88
32,Male,78,182,Swimming,15,136.5
19,Male,58,161,Jump rope,90,1070.1
47,Male,71,152,Running,10,115.97
30,Female,85,168,Cycling,40,453.33
43,Female,53,190,Swimming,75,463.75
44,Female,89,182,Jump rope,60,1094.7
27,Female,52,178,Running,50,424.67
58,Male,80,183,Walking,30,140.0
59,Female,46,187,Walking,50,134.17
23,Male,69,179,Swimming,35,281.75
59,Female,77,150,Swimming,20,179.67
48,Female,93,151,Jump rope,15,285.98
49,Male,67,153,Walking,25,97.71
20,Male,65,151,Walking,65,246.46
23,Female,73,157,Swimming,25,212.92
29,Female,48,172,Cycling,80,512.0
47,Male,51,170,Jump rope,75,784.13
32,Female,46,177,Walking,35,93.92
36,Female,67,168,Swimming,70,547.17
60,Female,46,184,Walking,65,174.42
44,Male,74,150,Yoga,45,138.75
53,Male,49,190,Swimming,35,200.08
29,Female,68,190,Swimming,25,198.33
37,Female,52,173,Yoga,40,86.67
21,Male,59,162,Yoga,50,122.92
57,Male,83,150,Yoga,15,51.88
18,Female,74,160,Running,60,725.2
44,Male,48,174,Cycling,75,480.0
35,Female,57,162,Cycling,20,152.0
32,Female,100,180,Jump rope,10,205.0
53,Female,51,183,Cycling,70,476.0
20,Female,84,177,Swimming,20,196.0
46,Female,64,154,Cycling,30,256.0
36,Male,55,169,Swimming,70,449.17
45,Male,63,171,Running,20,205.8
40,Male,59,157,Cycling,45,354.0
23,Female,93,177,Yoga,40,155.0
44,Female,76,175,Cycling,30,304.0
50,Female,100,165,Walking,60,350.0
24,Female,96,169,Swimming,70,784.0
28,Male,61,157,Jump rope,55,687.78
23,Male,69,151,Yoga,35,100.62
28,Male,57,179,Yoga,90,213.75
51,Male,49,163,Running,10,80.03
51,Male,69,159,Swimming,75,603.75
28,Male,82,164,Yoga,80,273.33
41,Male,77,164,Jump rope,25,394.62
44,Female,66,172,Jump rope,40,541.2
51,Male,78,188,Cycling,55,572.0
46,Male,73,160,Cycling,50,486.67
43,Male,60,160,Cycling,75,600.0
32,Female,64,170,Jump rope,40,524.8
26,Male,72,153,Cycling,15,144.0
34,Male,70,177,Swimming,35,285.83
41,Female,46,158,Yoga,60,115.0
50,Female,66,171,Walking,90,346.5
50,Male,58,185,Jump rope,20,237.8
32,Male,99,165,Yoga,45,185.62
57,Female,71,165,Running,45,521.85
32,Male,95,151,Yoga,10,39.58
28,Female,72,171,Swimming,15,126.0
37,Female,61,152,Cycling,60,488.0
52,Male,77,162,Jump rope,70,1104.95
34,Female,58,183,Jump rope,85,1010.65
41,Female,76,178,Cycling,70,709.33
55,Female,53,182,Swimming,90,556.5
35,Male,45,183,Swimming,45,236.25
59,Male,57,189,Jump rope,70,817.95
30,Male,75,177,Cycling,60,600.0
52,Female,68,160,Swimming,75,595.0
38,Male,61,159,Cycling,90,732.0
55,Male,83,158,Swimming,15,145.25
54,Male,59,181,Cycling,45,354.0
28,Male,68,176,Swimming,60,476.0
29,Female,100,157,Yoga,85,354.17
19,Male,62,162,Jump rope,75,953.25
42,Male,85,161,Jump rope,60,1045.5
20,Female,94,171,Walking,75,411.25
26,Male,68,190,Cycling,20,181.33
59,Female,75,166,Swimming,55,481.25
42,Male,99,179,Yoga,75,309.38
27,Female,57,162,Cycling,75,570.0
22,Male,63,179,Swimming,55,404.25
43,Male,83,159,Running,65,881.18
24,Male,92,188,Cycling,40,490.67
31,Male,52,182,Yoga,80,173.33
53,Male,74,156,Cycling,80,789.33
38,Female,84,179,Cycling,70,784.0
23,Female,85,168,Swimming,15,148.75
32,Female,95,188,Swimming,80,886.67
32,Male,51,185,Running,35,291.55
53,Female,95,171,Cycling,10,126.67
50,Male,61,162,Running,90,896.7
53,Female,54,168,Yoga,20,45.0
33,Female,99,156,Cycling,90,1188.0
48,Female,87,181,Jump rope,10,178.35
35,Male,91,188,Yoga,20,75.83
60,Male,49,165,Cycling,20,130.67
31,Male,98,190,Yoga,90,367.5
22,Male,98,175,Swimming,35,400.17
45,Female,52,180,Running,65,552.07
42,Male,51,178,Yoga,30,63.75
18,Female,58,169,Cycling,65,502.67
47,Female,93,183,Jump rope,35,667.28
51,Female,85,158,Jump rope,85,1481.12
22,Female,79,179,Running,55,709.68
30,Male,52,188,Cycling,65,450.67
53,Female,89,153,Running,30,436.1
39,Male,80,164,Jump rope,40,656.0
56,Female,74,165,Swimming,65,561.17
26,Male,77,157,Running,20,251.53
55,Male,91,170,Yoga,60,227.5
24,Female,81,174,Swimming,30,283.5
40,Female,71,151,Jump rope,25,363.88
18,Female,57,162,Jump rope,80,934.8
36,Male,93,183,Yoga,15,58.12
24,Male,95,159,Cycling,45,570.0
42,Female,53,152,Swimming,35,216.42
20,Male,60,175,Jump rope,50,615.0
18,Male,52,179,Jump rope,65,692.9
36,Male,49,184,Jump rope,85,853.83
18,Male,66,172,Walking,50,192.5
32,Female,58,161,Jump rope,50,594.5
21,Female,97,161,Swimming,40,452.67
29,Male,74,181,Cycling,85,838.67
57,Male,68,172,Jump rope,65,906.1
50,Male,68,155,Swimming,45,357.0
23,Female,68,153,Yoga,80,226.67
53,Male,84,174,Swimming,20,196.0
27,Female,90,168,Running,50,735.0
42,Male,96,170,Yoga,85,340.0
46,Male,70,189,Yoga,80,233.33
27,Male,100,187,Running,10,163.33
60,Male,60,182,Jump rope,70,861.0
57,Male,87,152,Swimming,15,152.25
22,Female,57,166,Swimming,10,66.5
35,Male,65,176,Swimming,45,341.25
55,Female,52,153,Running,30,254.8
27,Male,81,185,Running,75,992.25
51,Male,77,173,Swimming,30,269.5
18,Male,52,175,Walking,25,75.83
39,Female,90,170,Yoga,75,281.25
36,Male,46,160,Swimming,60,322.0
39,Male,61,177,Walking,55,195.71
49,Female,80,168,Cycling,30,320.0
21,Female,86,184,Walking,70,351.17
59,Female,73,186,Swimming,85,723.92
21,Male,62,170,Yoga,55,142.08
49,Female,62,155,Swimming,50,361.67
37,Male,45,152,Swimming,90,472.5
44,Male,85,174,Cycling,30,340.0
53,Female,67,186,Swimming,15,117.25
40,Male,50,189,Running,80,653.33
33,Female,55,186,Cycling,90,660.0
37,Male,87,165,Swimming,75,761.25
46,Female,92,167,Running,45,676.2
48,Male,83,173,Cycling,75,830.0
47,Male,75,154,Swimming,20,175.0
55,Female,74,150,Jump rope,20,303.4
22,Female,62,150,Swimming,75,542.5
38,Male,80,184,Running,20,261.33
32,Female,63,185,Jump rope,80,1033.2
25,Female,69,158,Cycling,30,276.0
31,Male,76,180,Running,65,806.87
50,Female,86,164,Yoga,85,304.58
32,Male,99,153,Walking,70,404.25
41,Male,53,151,Yoga,15,33.12
36,Female,45,156,Yoga,10,18.75
33,Female,75,151,Running,10,122.5
19,Female,72,187,Cycling,55,528.0
35,Female,71,165,Cycling,55,520.67
32,Male,65,163,Jump rope,80,1066.0
47,Female,92,176,Running,30,450.8
25,Female,60,175,Running,55,539.0
47,Female,48,163,Swimming,85,476.0
50,Male,100,161,Cycling,80,1066.67
39,Male,75,187,Cycling,25,250.0
49,Female,51,184,Yoga,80,170.0
49,Male,99,165,Jump rope,30,608.85
24,Female,90,150,Yoga,80,300.0
27,Male,58,163,Jump rope,45,535.05
36,Male,73,155,Walking,85,361.96
46,Female,60,156,Walking,55,192.5
32,Female,45,158,Yoga,30,56.25
25,Female,62,186,Cycling,85,702.67
58,Male,92,153,Jump rope,80,1508.8
40,Male,73,150,Jump rope,55,823.08
35,Female,62,162,Walking,90,325.5
50,Female,83,179,Walking,40,193.67
60,Female,94,178,Jump rope,70,1348.9
29,Male,76,174,Running,90,1117.2
27,Female,66,188,Swimming,65,500.5
44,Male,57,184,Jump rope,40,467.4
36,Female,83,162,Jump rope,50,850.75
59,Female,91,183,Walking,15,79.62
40,Female,81,150,Walking,90,425.25
48,Female,79,181,Cycling,25,263.33
41,Male,82,175,Swimming,70,669.67
37,Male,93,187,Yoga,90,348.75
35,Female,61,160,Running,30,298.9
33,Female,95,157,Jump rope,40,779.0
48,Male,65,176,Yoga,90,243.75
55,Female,83,190,Running,35,474.48
36,Male,57,172,Walking,50,166.25
47,Male,75,152,Walking,90,393.75
19,Female,71,186,Cycling,30,284.0
42,Female,93,162,Running,60,911.4
35,Male,87,184,Jump rope,25,445.88
18,Female,49,184,Cycling,10,65.33
49,Male,51,158,Jump rope,25,261.38
50,Female,48,157,Swimming,35,196.0
39,Female,89,177,Swimming,30,311.5
41,Female,92,166,Cycling,10,122.67
24,Male,72,176,Yoga,30,90.0
44,Female,61,159,Swimming,85,604.92
44,Female,70,169,Swimming,40,326.67
44,Male,72,176,Yoga,50,150.0
27,Female,82,172,Running,55,736.63
54,Male,98,178,Walking,80,457.33
38,Female,63,151,Swimming,55,404.25
48,Female,61,190,Running,70,697.43
55,Male,66,186,Running,50,539.0
20,Female,80,161,Running,90,1176.0
39,Female,89,165,Jump rope,55,1003.48
27,Female,73,185,Swimming,65,553.58
21,Female,72,167,Swimming,25,210.0
40,Male,52,151,Walking,25,75.83
55,Female,54,182,Yoga,75,168.75
24,Male,48,152,Walking,85,238.0
52,Female,73,156,Jump rope,55,823.08
37,Female,63,177,Swimming,45,330.75
33,Male,51,175,Swimming,55,327.25
56,Male,58,164,Running,45,426.3
42,Male,57,161,Running,85,791.35
49,Male,49,163,Walking,60,171.5
36,Female,47,184,Jump rope,35,337.23
29,Male,70,154,Cycling,25,233.33
54,Male,50,154,Cycling,45,300.0
22,Female,63,184,Cycling,15,126.0
27,Male,45,153,Cycling,25,150.0
19,Female,83,186,Walking,55,266.29
39,Male,65,156,Jump rope,60,799.5
41,Female,50,174,Walking,80,233.33
49,Female,63,166,Swimming,75,551.25
23,Male,97,157,Walking,75,424.38
54,Male,91,181,Walking,75,398.12
29,Male,62,165,Walking,65,235.08
43,Male,58,164,Running,50,473.67
40,Male,68,164,Swimming,85,674.33
46,Male,54,177,Swimming,55,346.5
54,Female,51,167,Yoga,70,148.75
24,Male,93,157,Swimming,55,596.75
24,Male,51,165,Running,90,749.7
51,Male,50,183,Swimming,50,291.67
42,Female,62,181,Yoga,25,64.58
42,Male,83,161,Jump rope,55,935.83
60,Male,98,160,Yoga,90,367.5
27,Female,54,188,Cycling,55,396.0
54,Male,83,179,Running,65,881.18
51,Male,77,178,Walking,75,336.88
59,Female,72,174,Cycling,85,816.0
20,Male,83,163,Jump rope,40,680.6
40,Female,80,158,Jump rope,55,902.0
53,Male,53,161,Jump rope,50,543.25
51,Female,91,182,Walking,45,238.88
25,Female,46,177,Walking,50,134.17
42,Male,95,183,Yoga,20,79.17
28,Female,85,150,Yoga,90,318.75
49,Male,53,188,Swimming,45,278.25
19,Male,80,163,Yoga,50,166.67
50,Male,45,155,Swimming,50,262.5
41,Female,97,166,Running,90,1425.9
52,Male,89,164,Cycling,30,356.0
48,Female,74,171,Yoga,40,123.33
45,Female,60,167,Walking,85,297.5
31,Female,89,156,Running,30,436.1
19,Female,71,185,Jump rope,15,218.33
53,Male,95,180,Cycling,60,760.0
28,Female,95,173,Jump rope,20,389.5
57,Female,68,183,Running,80,888.53
44,Female,52,155,Walking,70,212.33
56,Male,69,179,Swimming,90,724.5
26,Male,52,159,Running,65,552.07
51,Female,48,154,Jump rope,50,492.0
23,Female,82,175,Swimming,60,574.0
58,Male,98,182,Jump rope,55,1104.95
26,Male,53,170,Running,25,216.42
22,Female,75,182,Running,60,735.0
35,Female,59,181,Jump rope,20,241.9
48,Male,81,189,Yoga,80,270.0
32,Male,64,172,Jump rope,30,393.6
18,Male,84,179,Swimming,55,539.0
18,Female,53,150,Running,20,173.13
23,Male,53,183,Cycling,45,318.0
18,Male,67,171,Jump rope,65,892.77
56,Female,94,172,Walking,10,54.83
54,Male,48,182,Jump rope,30,295.2
34,Male,79,172,Swimming,35,322.58
51,Male,79,182,Swimming,60,553.0
59,Male,52,164,Walking,30,91.0
49,Male,45,166,Swimming,15,78.75
48,Female,78,187,Yoga,55,178.75
18,Male,62,187,Cycling,10,82.67
23,Male,50,165,Yoga,45,93.75
57,Female,91,162,Walking,90,477.75
20,Female,68,189,Jump rope,20,278.8
18,Male,99,156,Swimming,35,404.25
20,Male,52,150,Running,30,254.8
19,Female,78,159,Cycling,70,728.0
55,Female,83,160,Walking,65,314.71
45,Male,62,156,Walking,20,72.33
56,Female,58,185,Jump rope,55,653.95
53,Male,86,176,Swimming,80,802.67
23,Male,62,173,Jump rope,10,127.1
47,Female,61,182,Cycling,80,650.67
19,Female,81,181,Walking,65,307.12
32,Male,47,161,Walking,75,205.62
47,Male,54,185,Swimming,90,567.0
25,Male,56,168,Swimming,30,196.0
46,Female,45,180,Yoga,10,18.75
21,Female,58,181,Yoga,15,36.25
39,Male,97,188,Cycling,45,582.0
30,Male,62,154,Cycling,50,413.33
45,Female,76,185,Running,35,434.47
21,Male,78,152,Walking,65,295.75
26,Male,52,154,Jump rope,15,159.9
24,Female,50,175,Swimming,75,437.5
21,Female,96,165,Cycling,35,448.0
45,Male,75,165,Swimming,50,437.5
49,Male,70,180,Jump rope,25,358.75
48,Male,88,189,Walking,35,179.67
19,Male,46,172,Cycling,90,552.0
52,Female,54,175,Walking,90,283.5
26,Male,55,182,Jump rope,30,338.25
31,Female,84,179,Walking,85,416.5
60,Male,94,185,Yoga,70,274.17
23,Male,75,166,Swimming,90,787.5
37,Male,100,165,Walking,45,262.5
29,Female,67,160,Running,30,328.3
34,Female,93,186,Yoga,65,251.87
51,Male,94,162,Yoga,50,195.83
60,Male,52,150,Running,60,509.6
24,Female,93,167,Yoga,50,193.75
42,Male,64,187,Running,60,627.2
21,Female,94,151,Cycling,25,313.33
38,Female,65,170,Yoga,25,67.71
24,Male,88,160,Jump rope,20,360.8
20,Female,73,152,Running,25,298.08
55,Male,50,171,Swimming,10,58.33
59,Female,51,175,Yoga,50,106.25
53,Male,91,165,Walking,50,265.42
27,Male,61,183,Jump rope,15,187.58
36,Male,92,156,Cycling,45,552.0
26,Male,97,157,Swimming,85,961.92
53,Male,62,187,Swimming,65,470.17
23,Male,53,181,Cycling,25,176.67
32,Female,52,160,Yoga,45,97.5
36,Male,67,163,Swimming,15,117.25
42,Male,66,161,Cycling,65,572.0
29,Female,61,170,Swimming,20,142.33
48,Female,89,168,Yoga,90,333.75
21,Female,79,165,Cycling,15,158.0
39,Female,53,177,Cycling,35,247.33
40,Female,82,186,Running,90,1205.4
27,Female,97,184,Swimming,40,452.67
49,Female,55,161,Running,90,808.5
26,Female,100,164,Running,15,245.0
52,Male,87,171,Swimming,75,761.25
40,Female,71,153,Jump rope,60,873.3
22,Male,93,163,Walking,20,108.5
25,Male,98,151,Yoga,80,326.67
53,Female,97,190,Yoga,60,242.5
24,Male,73,174,Cycling,10,97.33
26,Male,67,175,Walking,10,39.08
19,Male,56,169,Cycling,40,298.67
48,Female,87,187,Jump rope,30,535.05
60,Female,52,167,Yoga,65,140.83
27,Male,89,176,Cycling,90,1068.0
53,Female,54,190,Swimming,80,504.0
31,Male,98,189,Yoga,80,326.67
39,Female,75,186,Swimming,60,525.0
59,Female,97,155,Yoga,90,363.75
55,Male,72,173,Running,25,294.0
44,Male,87,156,Cycling,30,348.0
20,Female,97,162,Yoga,20,80.83
60,Female,54,173,Swimming,20,126.0
55,Female,75,174,Walking,10,43.75
19,Male,68,168,Walking,55,218.17
35,Female,91,153,Cycling,85,1031.33
39,Female,84,163,Walking,10,49.0
51,Female,50,173,Yoga,20,41.67
45,Male,87,171,Swimming,40,406.0
39,Female,74,182,Cycling,65,641.33
28,Male,89,187,Yoga,30,111.25
27,Male,66,179,Walking,15,57.75
22,Male,51,155,Yoga,65,138.12
48,Male,45,176,Yoga,55,103.12
42,Female,59,150,Running,40,385.47
59,Male,91,150,Swimming,15,159.25
32,Male,60,163,Jump rope,55,676.5
23,Male,49,187,Swimming,25,142.92
34,Female,99,168,Jump rope,20,405.9
48,Male,45,173,Walking,60,157.5
25,Male,96,169,Jump rope,10,196.8
55,Male,81,154,Walking,65,307.12
28,Female,55,182,Walking,70,224.58
30,Male,52,178,Walking,75,227.5
50,Male,64,190,Running,80,836.27
41,Male,80,163,Cycling,50,533.33
21,Female,58,173,Walking,70,236.83
55,Female,74,162,Running,90,1087.8
29,Male,75,160,Walking,60,262.5
39,Male,51,186,Swimming,85,505.75
32,Female,88,154,Walking,30,154.0
53,Female,96,154,Jump rope,20,393.6
47,Female,47,161,Walking,75,205.62
44,Male,69,160,Swimming,15,120.75
28,Male,92,177,Walking,20,107.33
25,Male,73,177,Jump rope,50,748.25
21,Male,89,181,Cycling,65,771.33
28,Female,97,174,Walking,90,509.25
36,Male,75,184,Walking,90,393.75
59,Male,60,162,Cycling,30,240.0
50,Male,63,190,Swimming,70,514.5
51,Male,75,176,Running,50,612.5
51,Female,100,170,Yoga,50,208.33
32,Female,59,180,Yoga,90,221.25
30,Male,100,190,Swimming,35,408.33
59,Female,87,184,Yoga,85,308.12
41,Female,91,152,Walking,45,238.88
43,Female,96,187,Yoga,40,160.0
24,Male,74,160,Running,75,906.5
41,Male,56,164,Running,80,731.73
36,Female,67,175,Swimming,20,156.33
49,Male,76,154,Walking,90,399.0
33,Male,73,169,Cycling,70,681.33
34,Female,98,151,Walking,90,514.5
39,Female,82,158,Cycling,50,546.67
30,Female,54,178,Running,15,132.3
39,Female,54,185,Yoga,70,157.5
28,Female,58,153,Running,10,94.73
31,Male,96,177,Running,55,862.4
60,Male,79,167,Swimming,70,645.17
36,Female,99,151,Yoga,30,123.75
28,Male,58,188,Yoga,50,120.83
24,Male,96,160,Cycling,20,256.0
35,Male,82,168,Walking,65,310.92
28,Female,98,178,Walking,55,314.42
46,Male,99,181,Cycling,50,660.0
28,Male,63,184,Running,25,257.25
29,Male,63,161,Jump rope,25,322.88
57,Male,69,163,Running,90,1014.3
54,Male,75,166,Cycling,70,700.0
23,Female,79,183,Swimming,60,553.0
54,Male,69,158,Running,80,901.6
29,Female,48,158,Yoga,90,180.0
42,Male,90,190,Swimming,10,105.0
57,Male,68,190,Swimming,85,674.33
52,Male,80,178,Cycling,70,746.67
44,Male,71,150,Cycling,20,189.33
54,Male,52,150,Cycling,35,242.67
18,Female,71,156,Yoga,60,177.5
35,Male,65,185,Yoga,85,230.21
60,Male,94,162,Swimming,50,548.33
29,Male,64,159,Running,45,470.4
23,Female,74,180,Jump rope,90,1365.3
